ALB,RPT-COLUMN-Cornish lithium dreams may die in South America's salt lakes: Andy Home LONDON, Feb 3 There's lithium in them there Cornish hills! ~
CBS,Viacom CEO to present turnaround strategy on Thursday Feb 6 Newly named Viacom Inc Chief Executive Officer Bob Bakish will outline his plans to revive the company's struggling business on Thursday during an earnings call, he told shareholders on Monday. ~
CVX,UPDATE 2-Shell looking to sell stake in Danish venture -banking sources * Sale of stake would mark Shell's exit from Denmark   (Adds DUC production figures) ~Shell looking to sell stake in Danish venture -banking sources LONDON, Feb 6 Royal Dutch Shell is seeking to sell its stake in the Danish Underground Consortium (DUC), an offshore oil and gas joint venture, in what would mark the company's effective exit from Denmark, three banking sources said. ~
DO,UPDATE 3-Diamond Offshore sees recovery when oil "well over $60" * Revenue of $391.9 mln vs est $358.3 mln   (Updates shares; adds outlook) ~BRIEF-Diamond Offshore Drilling sees recovery when oil "well over $60" * Sees q1 revenue to be flat from q4 revenue of 2016 - conf call ~BRIEF-Diamond Offshore Drilling sees recovery in either 2019 or 2020 - Conf call * Diamond Offshore Drilling - not anticipating material changes to base cost trend in the coming quarters - conf call ~BRIEF-Diamond Offshore reports Q4 EPS $0.53 * Q4 earnings per share view $0.13 -- Thomson Reuters I/B/E/S ~Rig contractor Diamond Offshore posts quarterly profit Feb 6 Rig contractor Diamond Offshore Drilling Inc reported a profit, compared with a year-ago loss, when it recorded a charge of $499 million. ~
DOW,BRIEF-Downer EDI says offer for Spotless Group now closed * Confirms that its offer for Spotless was not extended and has now closed. Source text for Eikon: Further company coverage: ~BRIEF-Downer EDI posts FY net profit of $181.5 million * FY total revenue and other income from ordinary activities $7.29 billion , up 6.4 percent ~BRIEF-Downer EDI says ‍offer for Spotless Group extended to 28 August 2017​ * ‍Offer for Spotless Group extended to 7pm on Monday, 28 august 2017​ Source text for Eikon: Further company coverage: ~BRIEF-Downer EDI says Spotless ‍offer extended to Aug 21, 2017​ * Spotless ‍offer extended to 7pm on monday, 21 august 2017​ Source text for Eikon: Further company coverage: ~BRIEF-Downer EDI's takeover offer for Spotless Group extended till 7pm (Sydney time) on Aug. 14 * Unconditional takeover offer for Spotless Group extended until 7:00pm (Sydney time) on Monday, 14 August Source text for Eikon: Further company coverage: (bangalore.newsroom@thomsonreuters.com) ~BRIEF-Downer extends takeover offer for Spotless Group * decided to extend Spotless offer period for one week; offer will now remain open for acceptance until 14 august Source text for Eikon: Further company coverage: ~BRIEF-Downer extends Spotless offer to August 7 2017 * ‍Downer has decided to extend offer for Spotless Group holdings to 7 pm on Monday, 7 august 2017​ Source text for Eikon: Further company coverage: ~BRIEF-Downer EDI's stake in Spotless increases to 80.3 pct * Downer's stake in Spotless increases to 80.3 pct Source text for Eikon: Further company coverage: ~BRIEF- Downer EDI Ltd'S stake in Spotless Group increases to 72% * As Downer's shareholding in Spotless is now over 70%, Downer expects that Spotless will be removed from certain S&P;/ASX market indices ~
ESRX.O,Express Scripts says prescription drug spending slowed in 2016 Feb 6 Express Scripts Holding Co, the largest pharmacy benefit manager in the United States, said prescription drug spending for its members slowed to less than 4 percent in 2016, at a time when scrutiny of drug price hikes has intensified. ~BRIEF-Express Scripts Holding announces 2017 savings plan * Says in 2016, Express Scripts National Preferred Formulary saved plans $1.3 billion ~
FB.O,Facebook vulnerable to expected changes in key visa program  (This version of the story removes reference to mininum salary in 14th paragraph.) ~Facebook launches anti fake-news drive in France as election approaches PARIS, Feb 6 Social media company Facebook  launched on Monday an initiative to tackle fake news stories in France, with the media in the spotlight as the country's presidential election approaches. ~
GILD.O,Priced like an automaker, sputtering Gilead shares lure value bets NEW YORK, Feb 6 Shares of Gilead Sciences Inc  are languishing over concerns about the U.S. biotechnology company's declining hepatitis C drugs and profit outlook, but some value investors sense an opportunity with shares at extremely cheap levels. ~
HAS.O,UPDATE 4-Hasbro's record holiday quarter lifts shares to all-time high * Shares rise 16.6 pct to record high of $96.34   (Adds CEO comment) ~Toymaker Hasbro's quarterly sales rise 11.2 pct Feb 6 Hasbro Inc reported an 11.2 percent rise in quarterly revenue on Monday, helped by strong demand for its Disney Princess and Frozen dolls in the all-important holiday selling season in the United States. ~
JPM,JPMorgan gets China corporate bond underwriting license HONG KONG JPMorgan Chase & Co < JPM.N> said on Monday it had received approval and license to underwrite corporate bonds in China's interbank bond market, making it the first U.S.-headquartered bank to do so. ~JPMorgan gets China corporate bond underwriting licence HONG KONG, Feb 6 JPMorgan Chase & Co < JPM.N> said on Monday it had received approval and licence to underwrite corporate bonds in China's interbank bond market, making it the first U.S.-headquartered bank to do so. ~
L,UPDATE 3-Diamond Offshore sees recovery when oil "well over $60" * Revenue of $391.9 mln vs est $358.3 mln   (Updates shares; adds outlook) ~
MAT.O,UPDATE 4-Hasbro's record holiday quarter lifts shares to all-time high * Shares rise 16.6 pct to record high of $96.34   (Adds CEO comment) ~
